section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
EAP-flake_1_E1_RE_SEC-08_local,1,1.0,0.5,47.4,39.1,39.5
EAP-flake_1_E1_RE_SEC-08_local,2,2.0,0.5,41.9,34.9,35.2
EAP-flake_1_E1_RE_SEC-08_local,3,3.0,0.5,39.5,35.1,34.7
EAP-flake_1_E1_RE_SEC-08_local,4,4.0,0.5,38.3,31.9,31.6
EAP-flake_1_E1_RE_SEC-08_local,5,5.0,0.5,37.1,32.0,31.3
EAP-flake_1_E1_RE_SEC-08_local,6,6.0,0.5,36.3,33.0,33.4
EAP-flake_1_E1_RE_SEC-08_local,7,7.0,0.5,35.9,35.5,34.5
EAP-flake_1_E1_RE_SEC-08_local,8,8.0,0.5,35.9,36.2,37.8
EAP-flake_1_E1_RE_SEC-08_local,9,9.0,0.5,32.6,11.4,11.0
EAP-flake_1_E1_RE_SEC-08_local,10,10.0,0.5,28.5,9.3,9.0
EAP-flake_1_E1_RE_SEC-08_local,11,11.0,0.5,25.1,8.3,8.1
EAP-flake_1_E1_RE_SEC-08_local,12,12.0,0.5,22.3,6.1,6.7
EAP-flake_1_E1_RE_SEC-08_local,13,13.0,0.5,20.1,5.3,5.1
EAP-flake_1_E1_RE_SEC-08_local,14,14.0,0.5,18.2,7.2,7.2
